लोग: लोग 
'टचस्क्रीन: 'टचस्क्रीन
इंफोटेन्मेंट: इंफोटेन्मेंट
सिस्टम': सिस्टम'
यून: यून
"ओएस: "ओएस
'यून: 'यून
एक्सेलेरेशन: एक्सेलेरेशन
आंकडो़ं: आंकडो़ं
डाइवरों: डाइवर 
रिकार्डिग: रिकार्डिग
डाइवर: डाइवर
अभिभावदन: अभिभावदन
"यून: "यून
यूआन: यूआन
वेरीफाई: वेरीफ 
कपंनी: कपंनी 
सूत्रपात: सूत्रपात
वोल्टी: वोल्टी 
लकीर: लकीर
खिंची: खिंची 
स्मार्टफोन+: स्मार्टफोन+
मनमाफिक: मनमाफिक
स्विचिंग: स्विचिंग
एंव: एंव
कॉन्फ्रेसिंग: कॉन्फ्रेसिंग
सरीखे: सरीखा 
स्मार्टफोन्स्: स्मार्टफोन्स्
निपटाए: निपट 
Asahi: Asahi
DragontrailTM: DragontrailTM
आड़े: आड़ा 
डायनैमिक: डायनैमिक
स्माइल: स्माइल
बैलंस: बैलंस
बैंडिग: बैंडिग
ISO: ISO
कभार: कभार
गुरूवार: गुरूवार
क्वोड: क्वोड
परामर्श: परामर्श
एलानिटिक्स: एलानिटिक्स
'ट्राई: 'ट्र 
मायस्पीड': मायस्पीड'
मसौदे: मसौदा 
स्वेदश: स्वेदश
सेना: सेना 
पीएलए: पीएलए
सैनिकों: सैनिक 
मौसमों: मौसम 
वायुसेना: वायुसेना 
शेन: शेन 
जिंके: जिंका 
समारिक: समारिक
शिन्हुआ: शिन्हुआ
वायु: वाय 
चेंगडू: चेंगड 
आदर्श: आदर्श
हिफाजत: हिफाजत
वषरें: वषर 
आपदाएं: आपद 
थाइलैंड: थाइलैंड
प्रदर्शनी: प्रदर्शनी 
आईएल: आईएल
नेकहा: नेकहा 
सिडान: सिडान
‘सियाज’: ‘सियाज’
सियाज: सियाज
पड़ाव: पड़ाव
एसएचवीएस: एसएचवीएस
एसटीसी: एसटीसी 
डिस्लप्ले: डिस्लप्ला 
डीएनएलए: डीएनएलए
मिर्रकास्ट: मिर्रकास्ट
एअरप्ले: एअरप्ला 
क्वॉलकम: क्वॉलकम
अल्ट्रापिक्सल: अल्ट्रापिक्सल
वाउचरों: वाउचर 
बढाया: बढाया 
प्राधिकार: प्राधिकार
करनेका: करनेका 
माईस्पीड: माईस्पीड
आपरेटर: आपरेटर
Send: Send
videos: videos
someone: someone
location: location
Drawing: Drawing
over: over
photos: photos
कलाकारी: कलाकारी 
ड्राइंग: ड्राइंग
Shower: Shower
भवनाओं: भव भवन 
Bots: Bots
बाइबिल: बाइबिल
‘एलीट’: ‘एलीट’
जसूजा: जसूजा 
स्वैप: स्वैप
कलपुर्जां: कलपुर्ज 
आईसीए: आईसीए
बढ़ेंगे: बढ़ेंगा 
महेंद्रू: महेंद्र 
कलपुजरें: कलपुजर 
‘तेजस’शामिल: ‘तेजस’शामिल
ओड़िशा: ओड़िशा 
बरहामपुर: बरहामपुर
हरिहरन: हरिहरन
काम्बेट: काम्बेट
एलसीए: एलसीए
डिजाइनिंग: डिजाइनिंग
मिसाइल: मिसाइल
दृश्यता: दृश्यता 
इतर: इतर
बीवीआर: बीवीआर
दुश्मन: दुश्मन
‘‘हालांकि: ‘‘हालांक 
एयरोनॉटिकल: एयरोनॉटिकल
एडीए: एडीए
खड़गपुर: खड़गपुर
बंबई: बंबई
आरएंडडी: आरएंडडी 
प्रयोगशालाओं: प्रयोगशाल 
आयातित: आयातित
अकसर: अकसर
नगर: नगर
गत: गत
दस्ता: दस्ता 
डिश: डिश
रिफ्लेक्टर: रिफ्लेक्टर
त्रिभुजाकार: त्रिभुजाकार
रेफ्लेक्टर: रेफ्लेक्टर
;: ;
त्रिकोणीय: त्रिकोणीय
दक्षिणीपश्चिमी: दक्षिणीपश्चिमी 
गुईझोउ: गुईझोउ
पिंगतांग: पिंगतांग
काउंटी: काउंटी 
कार्स्ट: कार्स्ट
निर्माणकर्ताओं: निर्माणकर्त निर्माणकर् 
एस्ट्रोनॉमिकल: एस्ट्रोनॉमिकल
ऑब्जर्वेशन: ऑब्जर्वेशन
झेंग: झेंग
शियाओनियन: शियाओनियन
साइंसेज: साइंसेज
अधीन: अधीन
उत्पत्ति: उत्पत्त 
परग्रही: परग्रही 
शीर: शीर
टेलिंग: टेलिंग
लीडरशिप: लीडरशिप
इंडेक्स': इंडेक्स'
अव्वल: अव्वल
उभरी: उभरी 
रीफंड: रीफंड
पिकअप: पिकअप
परवान: परवान
चढ़ेगी: चढ़ेगी 
गर्वनेंस: गर्वनेंस
मुट्ठी: मुट्ठी 
वर्टू: वर्ट 
एस्टर: एस्टर
मोबाइल[/caption]: मोबाइल[/caption]
स्मार्टफोन[/caption]: स्मार्टफोन[/caption]
